Detailed Country RD&D Budgets
COUNTRY,PRODUCT,FLOW,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
Greece,Total RD&D in Million USD (2010 prices and exch. rates),313 Solar thermal power and high-temp. applications,8.572,3.925,2.078,2.526,..,..,..,..,..,..,0.195,0.162,0.687,0.617,0.068,0.034,..,0.212,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,Total RD&D in Million USD (2010 prices and exch. rates),319 Unallocated solar energy,..,0.021,..,..,..,..,..,..,..,0.005,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,Total RD&D in Million USD (2010 prices and exch. rates),32 Wind energy,1.919,0.959,3.303,2.171,0.139,0.371,2.887,3.327,2.509,4.375,1.126,1.200,4.343,1.974,0.971,1.354,2.237,4.485,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,Total RD&D in Million USD (2010 prices and exch. rates),321 Onshore wind technologies,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,Total RD&D in Million USD (2010 prices and exch. rates),322 Offshore wind techs (excl. low wind speed),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,Total RD&D in Million USD (2010 prices and exch. rates),323 Wind energy systems and other technologies,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,Total RD&D in Million USD (2010 prices and exch. rates),329 Unallocated wind energy,1.919,0.959,3.303,2.171,0.139,0.371,2.887,3.327,2.509,4.375,1.126,1.200,4.343,1.974,0.971,1.354,2.237,4.485,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,Total RD&D in Million USD (2010 prices and exch. rates),33 Ocean energy,..,..,..,..,..,..,..,..,0.177,..,0.128,0.228,..,..,..,0.023,0.024,0.323,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,Total RD&D in Million USD (2010 prices and exch. rates),331 Tidal energy,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,Total RD&D in Million USD (2010 prices and exch. rates),332 Wave energy,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,Total RD&D in Million USD (2010 prices and exch. rates),333 Salinity gradient power,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,Total RD&D in Million USD (2010 prices and exch. rates),334 Other ocean energy,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,Total RD&D in Million USD (2010 prices and exch. rates),339 Unallocated ocean energy,..,..,..,..,..,..,..,..,0.177,..,0.128,0.228,..,..,..,0.023,0.024,0.323,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,Total RD&D in Million USD (2010 prices and exch. rates),"34 Biofuels (incl. liquids, solids and biogases)",..,0.131,..,..,0.848,1.436,..,0.477,0.915,1.203,0.481,0.658,0.706,0.608,0.887,1.560,1.395,0.983,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,Total RD&D in Million USD (2010 prices and exch. rates),341 Production of liquid biofuels,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,Total RD&D in Million USD (2010 prices and exch. rates),3411 Gasoline substitutes (incl. ethanol),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,Total RD&D in Million USD (2010 prices and exch. rates),"3412 Diesel, kerosene and jet fuel substitutes",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,Total RD&D in Million USD (2010 prices and exch. rates),3413 Algal biofuels,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,Total RD&D in Million USD (2010 prices and exch. rates),3414 Other liquid fuel substitutes,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,Total RD&D in Million USD (2010 prices and exch. rates),3419 Unallocated production of liquid biofuels,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,Total RD&D in Million USD (2010 prices and exch. rates),342 Production of solid biofuels,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,Total RD&D in Million USD (2010 prices and exch. rates),343 Production of biogases,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,Total RD&D in Million USD (2010 prices and exch. rates),3431 Thermochemical,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,Total RD&D in Million USD (2010 prices and exch. rates),3432 Biochemical (incl. anaerobic digestion),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,Total RD&D in Million USD (2010 prices and exch. rates),3433 Other biogases,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,Total RD&D in Million USD (2010 prices and exch. rates),3439 Unallocated production of biogases,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,Total RD&D in Million USD (2010 prices and exch. rates),344 Applications for heat and electricity,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,Total RD&D in Million USD (2010 prices and exch. rates),345 Other biofuels,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,Total RD&D in Million USD (2010 prices and exch. rates),349 Unallocated biofuels,..,0.131,..,..,0.848,1.436,..,0.477,0.915,1.203,0.481,0.658,0.706,0.608,0.887,1.560,1.395,0.983,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,Total RD&D in Million USD (2010 prices and exch. rates),35 Geothermal energy,8.861,19.123,2.844,2.356,6.282,10.034,5.405,2.444,5.291,3.779,3.784,3.260,..,..,0.411,1.740,0.970,3.388,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,Total RD&D in Million USD (2010 prices and exch. rates),351 Hydrothermal resources,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,Total RD&D in Million USD (2010 prices and exch. rates),352 Hot dry rock resources,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,Total RD&D in Million USD (2010 prices and exch. rates),353 Advanced drilling and exploration,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,Total RD&D in Million USD (2010 prices and exch. rates),354 Other geothermal energy,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,Total RD&D in Million USD (2010 prices and exch. rates),359 Unallocated geothermal energy,8.861,19.123,2.844,2.356,6.282,10.034,5.405,2.444,5.291,3.779,3.784,3.260,..,..,0.411,1.740,0.970,3.388,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,Total RD&D in Million USD (2010 prices and exch. rates),36 Hydroelectricity,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.058,0.050,0.079,0.456,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,Total RD&D in Million USD (2010 prices and exch. rates),361 Large hydroelectricity (10MW plus),..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.058,0.021,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,Total RD&D in Million USD (2010 prices and exch. rates),362 Small hydroelectricity (less than 10MW),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.032,0.079,0.456,..,..,..,..,..,..,..,..,..,..,..,..,..
