Detailed Country RD&D Budgets
COUNTRY,PRODUCT,FLOW,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
Spain,Total RD&D in Million USD (2010 prices and exch. rates),311 Solar heating and cooling,7.297,7.842,7.237,9.555,..,2.189,3.849,2.379,2.935,3.113,3.078,2.589,1.872,4.310,2.413,2.318,2.313,2.768,0.644,2.407,10.837,0.083,0.474,0.372,0.748,0.897,0.897,0.928,2.433,0.313,0.174
Spain,Total RD&D in Million USD (2010 prices and exch. rates),312 Photovoltaics,0.838,3.494,3.258,1.795,78.817,8.918,4.809,2.952,3.644,3.862,4.633,4.881,2.608,5.321,5.485,3.734,3.730,3.857,2.539,2.919,5.615,4.197,4.526,8.068,2.393,2.869,5.511,7.359,8.807,5.893,7.176
Spain,Total RD&D in Million USD (2010 prices and exch. rates),313 Solar thermal power and high-temp. applications,41.501,20.964,17.081,21.693,..,14.877,0.960,0.593,0.579,0.611,12.098,8.392,10.171,8.005,8.893,12.615,12.619,9.772,2.799,9.200,1.183,11.710,10.738,12.503,12.543,13.233,13.774,15.030,17.808,20.759,13.485
Spain,Total RD&D in Million USD (2010 prices and exch. rates),319 Unallocated solar energy,..,..,..,..,..,..,..,..,..,..,..,..,0.003,..,0.003,..,..,0.001,..,..,..,..,..,..,0.001,..,..,..,..,..,..
Spain,Total RD&D in Million USD (2010 prices and exch. rates),32 Wind energy,2.560,4.811,4.703,8.184,25.174,3.049,2.166,1.486,1.906,2.028,2.919,1.445,2.913,4.064,2.943,1.515,1.513,2.874,15.181,8.615,4.682,3.697,5.082,5.270,11.404,12.654,10.017,7.272,8.073,6.115,4.350
Spain,Total RD&D in Million USD (2010 prices and exch. rates),321 Onshore wind technologies,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Spain,Total RD&D in Million USD (2010 prices and exch. rates),322 Offshore wind techs (excl. low wind speed),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Spain,Total RD&D in Million USD (2010 prices and exch. rates),323 Wind energy systems and other technologies,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Spain,Total RD&D in Million USD (2010 prices and exch. rates),329 Unallocated wind energy,2.560,4.811,4.703,8.184,25.174,3.049,2.166,1.486,1.906,2.028,2.919,1.445,2.913,4.064,2.943,1.515,1.513,2.874,15.181,8.615,4.682,3.697,5.082,5.270,11.404,12.654,10.017,7.272,8.073,6.115,4.350
Spain,Total RD&D in Million USD (2010 prices and exch. rates),33 Ocean energy,0.479,..,..,0.028,0.458,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.698,2.465,3.913,0.278,0.154
Spain,Total RD&D in Million USD (2010 prices and exch. rates),331 Tidal energy,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Spain,Total RD&D in Million USD (2010 prices and exch. rates),332 Wave energy,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Spain,Total RD&D in Million USD (2010 prices and exch. rates),333 Salinity gradient power,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Spain,Total RD&D in Million USD (2010 prices and exch. rates),334 Other ocean energy,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Spain,Total RD&D in Million USD (2010 prices and exch. rates),339 Unallocated ocean energy,0.479,..,..,0.028,0.458,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.698,2.465,3.913,0.278,0.154
Spain,Total RD&D in Million USD (2010 prices and exch. rates),"34 Biofuels (incl. liquids, solids and biogases)",10.589,8.020,10.971,13.593,13.792,4.796,15.236,10.457,12.388,13.148,11.423,8.988,10.894,12.367,6.172,4.886,4.891,5.763,10.045,3.547,6.679,7.405,5.193,6.458,5.525,5.654,7.595,7.894,8.012,16.706,12.323
Spain,Total RD&D in Million USD (2010 prices and exch. rates),341 Production of liquid biofuels,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.817,..,..,4.070,3.909
Spain,Total RD&D in Million USD (2010 prices and exch. rates),3411 Gasoline substitutes (incl. ethanol),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Spain,Total RD&D in Million USD (2010 prices and exch. rates),"3412 Diesel, kerosene and jet fuel substitutes",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Spain,Total RD&D in Million USD (2010 prices and exch. rates),3413 Algal biofuels,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Spain,Total RD&D in Million USD (2010 prices and exch. rates),3414 Other liquid fuel substitutes,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Spain,Total RD&D in Million USD (2010 prices and exch. rates),3419 Unallocated production of liquid biofuels,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.817,..,..,4.070,3.909
Spain,Total RD&D in Million USD (2010 prices and exch. rates),342 Production of solid biofuels,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.636,8.415
Spain,Total RD&D in Million USD (2010 prices and exch. rates),343 Production of biogases,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Spain,Total RD&D in Million USD (2010 prices and exch. rates),3431 Thermochemical,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
